Variable_Code,Description,Min_Value,Max_Value,Unknown_Value,Data_Type,Allowed_Values,Source_File,Line,Field
BIR,"Water stress factor to trigger automatic irrigation BIR is used to trigger automatic irrigation based on selected aspects during the simulation. BIR allows us to select different methods to activate the automatic irrigation considering aspects such as plant water stress or soil water content measured in different ways. The following scheme provides detailed information on how to set BIR to select the method and set the threshold to activate the automatic irrigation. BIR = 0 Only manual irrigation will be used during the simulation. BIR 0 – 1.0 Automatic irrigation based on plant water stress factor. The dimension (1 – BIR) equals the fraction of plant water stress allowed. Consequently, a low BIR allows high plant water stress before triggering automatic irrigation. BIR = 1.0 Does not allow water stress. BIR < 0.0 Automatic irrigation triggered by plant available water deficit in root zone. Number is in mm and must be negative. BIR > 1.0 Automatic irrigation triggered by soil water tension in top 200 mm of the soil profile. Absolute number is in kilopascals. BIR -1000 Sets water deficit high enough that only manual irrigations will occur. Effectively turns auto irrigation off. NOTES    When BIR is set and used with a cropping system that includes more than one crop in rotation, the BIR will apply to all crops in the rotation.    When using a BIR based on anything other than plant water stress (0-1), be aware that irrigation will be applied outside of the growing season if the soil water deficit or soil water tension reaches BIR. This will reduce the amount of water available for irrigation during the growing season.",,,,real,,EPICCONT.DAT,4,6
EFI,"Runoff volume/Volume irrigation water applied The irrigation runoff ratio specifies the fraction of each irrigation application that is lost to runoff. Soluble nutrient loss through runoff applies. Changes in soil slope do not affect this amount dynamically. EFI must be set accordingly, and the irrigation method should be considered. Set to 0 if IRR = 0 (dryland). (Range: 0 to 1)",0,1,,real,,EPICCONT.DAT,4,7
VIMX,"Maximum annual irrigation volume (mm) This is the maximum irrigation volume allowed each year in mm. If several crops are grown in one year, the first crop's needs will be supplied as needed and any remaining water will be applied as needed to the next crop. If all of the water allocated by VIMX is used on the first crop, the second crop will not receive any irrigation. This also applies to manual irrigation. Once the amount of irrigation applied equals VIMX, then no additional irrigation will be applied, regardless of if it is manually or automatically applied.",0,,,real,,EPICCONT.DAT,4,8
ARMN,Minimum single application volume (mm) This is the minimum amount of irrigation allowed for each auto irrigation application.,0,,,real,,EPICCONT.DAT,4,9
ARMX,Maximum single application volume (mm) This is the maximum amount of irrigation allowed for each auto irrigation application in mm. This is the amount of irrigation water applied if rigid automatic irrigation is selected.,0,,,real,,EPICCONT.DAT,4,10
BFT0,"Nitrogen stress factor to trigger auto fertilization: The automatic fertilizer trigger functions like BIR for irrigation. When the plant nitrogen stress level reaches BFT0, nitrogen fertilizer may be applied automatically. If BFT0 is greater than 0, IDF0 must be the Number of the fertilizer selected for the automatic N application.The auto N fertilization can be activated as follows: BFT0 = 0.00 For manual fertilizer application. BFT0 0 – 1 Allows percentage of plant nitrogen stress with the dimension (1 – BFT) equals the fraction of nitrogen stress allowed. BFT0 = 1.00 No nitrogen stress allowed; auto-fertilization is triggered when needed. BFT0 > 1.00 If BFT0 is greater than 1, BFT0 is the ppm (g Mg-1) of nitrogen in soil at which automatic fertilization is triggered.",0,,,real,,EPICCONT.DAT,5,1
FNP,"Fertilizer application variable FNP has two meanings:    If the automatic fertilization is activated, a value greater than 1 will set the fixed amount of fertilizer applied with each automatic application. The value is input as kg ha-1.    If irrigation from lagoon is selected (IRR = 4) FNP indicates the manure input to lagoon in kg/cow/day. If this option is used, the part for automatic fertilization is skipped. To use this option, variables RST0, FFED, VLGN, DDLG, COWW, and SOLQ (below in this section) must be provided.",0,1,,real,,EPICCONT.DAT,5,2
FMX,"Maximum annual N fertilizer applied for a crop (kg ha -1) Maximum amount of nitrogen fertilizer available for application per plant (for annual plants) or per year (for perennial plants and trees). After FMX value has been met, no additional fertilizer will be applied. This variable can be overridden in the operation schedule where it can be set for each planting operation. Refer to section on the EPIC management file (filename.OPC) for further information on setting the maximum annual amount per crop. If FMX is set to zero it is default to 200. NOTE If this variable is set either in the control table file or in the operation schedule and manual fertilization is applied, the model will only apply up to this maximum amount regardless of the amount specified in the manual fertilization operation.",0,,200,real,,EPICCONT.DAT,5,3
DRT,Time requirement for drainage system to end plant stress in days Artificial drainage systems may be very efficient and quickly reduce soil water content or it may take several days for the soil water level to decline sufficiently to eliminate aeration stress. The variable DRT is used to specify the time needed for the drainage system to eliminate stress. In this case time is measured in days. Enter 0 if drainage is not considered. (Range: 0 to 365),0,365,0,real,,EPICCONT.DAT,5,4
FDS0,"Furrow dike safety factor Fraction of furrow dike volume available for water storage. FDS0 controls the volume of water that can be stored in the dike before water tops over the dike. This variable is used to account for uncertainty in the volume of the furrow dike. The volume is calculated from the height of the row, row interval (width of row), length of dike and height of dike. If these values are not very certain, it may be wise to set FDS0 to a low number which indicates that the certainty of dike design in not very high. This will cause the dikes to overflow much quicker, which will affect runoff and erosion. If the certainty of design of the dike is great, FDS0 can be set to 0.9 or higher, which will lessen dike overflow as well as runoff and erosion. (Range: 0 to 1)",0,1,,real,,EPICCONT.DAT,5,5
PEC0,"Erosion control practice factor The erosion-control-practice factor normally ranges from about 0.1 to 0.9 depending upon the effectiveness of the conservation practice. Default = 1.0 for non-contoured fields. However, PEC can be set to 0.0 to eliminate water erosion entirely. At the other extreme, (PEC = 10.0) erosion rates are increased 10 times to improve long-term simulation efficiency. This feature is a big time-saver in estimating water erosion effects on soil properties over periods of up to 1000 years. Obviously, the 1000-year period can be approximated with a 100-year simulation using PEC = 10.0. (Range: 0 to 10)",0,10,1,real,,EPICCONT.DAT,5,6
VLGN,Lagoon volume ratio Normal Lagoon Volume as a fraction of Maximum Lagoon Volume (Normal Lagoon Volume/Maximum lagoon volume). It is needed only when IRR = 4. (Range: 0 to 1),0,1,,real,,EPICCONT.DAT,5,7
COWW,Lagoon input from wash water (m3/cow/day) Needed only when IRR = 4 and owner has at least one head of livestock. Average normal value is 0.15. (Range: 0 to 1),0,1,,real,,EPICCONT.DAT,5,8
DDLG,Time to reduce lagoon storage from maximum to normal (number of days) Needed only when IRR = 4. (Range: 0 to 365),0,365,,real,,EPICCONT.DAT,5,9
SOLQ,Ratio liquid/total manure produced in this feedlot subarea Fraction of total manure produced that goes into a lagoon as liquid. Needed only when IRR = 4 (Range: 0 to 1),0,1,,real,,EPICCONT.DAT,5,10
GZLM,Above ground plant material grazing limit (Mg ha-1) This Is the minimum amount of biomass present in the field to allow grazing activity. The grazing activity stops when the above ground biomass goes below the threshold set with GZLM.,,,,real,,EPICCONT.DAT,6,1
FFED,Fraction of day (24 hours) that herd is in feeding area This is the fraction of the day that herd is in the feeding area and not grazing on pasture. (Range: 0 to 1),0,1,,real,,EPICCONT.DAT,6,2
DZ,Layer thickness for solution of gas diffusion differential equation (m) This information is used only when the Cesar Izaurralde denitrification approaches (see IDN > 2 on line two of the EPIC control file) are selected by the user.,,,,integer,,EPICCONT.DAT,6,3
DRV,"Water erosion driving equation code Specifies the equation used in simulating the water erosion process and interacts with all the EPIC components. In fact, EPIC simulates soil water erosion with all the methods available but only the results obtained with the methods selected by the user interact with the other components of the EPIC model. Allowed values: 0 MUST – Modified MUSLE theoretical equation 1 AOF - Onstad-Foster NOT AVAILABLE 2 USLE - Universal Soil Loss Equation 3 MUSS - Small Watershed MUSLE 4 MUSL - Modified USLE 5 MUSI - MUSLE with input parameters (see BUS(1)) NOT AVAILABLE 6 RUSL – Revised Universal Loss Equation 7 RUS2 – Modified Revised Universal Loss Equation",,,,integer,0=MUST; 1=Onstad-Foster; 2=USLE; 3=MUSS; 4=MUSL; 5=MUSI; 6=RUSL; 7=RUS2,EPICCONT.DAT,6,4
